layer_id,name,D,M,N,Q,W_scale,alpha,alpha_weighted,bulk_max,bulk_min,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,max_rand_eval,mp_softrank,norm,num_evals,num_pl_spikes,num_spikes,rand_W_scale,rand_bulk_max,rand_bulk_min,rand_distance,rand_mp_softrank,rand_num_spikes,rand_sigma_mp,rank_loss,rf,sigma,sigma_mp,spectral_norm,stable_rank,status,sv_max,sv_min,warning,weak_rank_loss,ww_maxdist,ww_softrank,xmax,xmin
32,Linear,0.06607403131548467,768,768,1.0,1.269602224484511,3.167533326412654,2.5661764077382836,2.533532707756833,0.0,0.9298840598563257,True,6.45876932144165,dense,3.5682668711982437,2.6780258706719833,0.8101497737498381,encoder.layer.1.attention.self.value,768,2.4950435,0.3922624546051023,476.4593683700393,768,85,32,1.2695986583885677,2.517020793605924,0.0,0.1256979578465871,1.0088083744049077,0,1.007116846879721,1,1,0.23510199841794588,1.0104176798386248,6.45876932144165,73.76937380133738,success,2.5414109230041504,0.00022286576859187335,,1,3.978649854660034,0.3839925755744491,6.45876932144165,1.590401291847229
35,Linear,0.07177754929239971,768,768,1.0,1.286267256840443,2.5844149800564953,2.0410303608807734,2.4683359355947196,0.0,0.924729538804426,True,6.162339210510254,dense,3.251793836902389,2.666698791234471,0.7897456006992176,encoder.layer.1.attention.output.dense,768,2.4206567,0.4005517793283464,464.19321825530005,768,147,37,1.2862544254291988,2.452460666429696,0.0,0.1387997150603632,1.0131385774850847,0,1.0071587071643746,1,1,0.1306803450348133,1.0104232985908321,6.162339210510254,75.32743693556978,success,2.4824059009552,0.00019188711303286254,,1,3.7610838413238525,0.38966621069656643,6.162339210510254,0.9877228736877441
39,Linear,0.04645536468841571,768,3072,4.0,0.45896712837883075,2.6958542152252525,5.934180013188728,8.425828243120725,0.936203138124525,0.9725951582471545,True,158.936767578125,dense,6.117571577788362,3.5617980558193043,2.201224376182707,encoder.layer.1.intermediate.dense,768,10.666322,0.05301371338748933,3645.8437808007,768,39,56,0.45896218319623094,10.758182390768924,1.1953535989743251,0.17724754364131776,1.0086122131347657,0,1.003587157366244,0,1,0.27155400460659457,0.8881710721480376,158.936767578125,22.938957651876205,success,12.607012748718262,0.4305488169193268,,0,148.3521785736084,0.06659622669948771,158.936767578125,9.957807540893555
42,Linear,0.02925575485806886,768,3072,4.0,0.4759967363303699,3.7335908456833393,7.1652604540030564,7.56219041896506,0.8402433798850069,0.9921669117669935,True,83.01065063476562,dense,7.245714487860467,3.5301532700467035,1.9191338178599044,encoder.layer.1.output.dense,768,11.338051,0.09109903802871706,3389.6376121640205,768,107,92,0.47599650236164526,9.953834684116972,1.1059816315685524,0.11886240286648168,0.8779140985145557,3,1.0011697389025964,0,1,0.26426620166432774,0.8726428213244197,83.01065063476562,40.83376754963548,success,9.111018180847168,0.3745844066143036,,0,71.35953998565674,0.14035681638458686,83.01065063476562,7.537827014923096
48,Linear,0.06596659867130694,768,768,1.0,0.7547965880654184,2.4699224170896357,4.517685752992466,6.917888204665683,0.0,0.8692851093586721,True,67.4652328491211,dense,5.02652443597883,3.1297013633512636,1.8290800236210476,encoder.layer.2.attention.self.query,768,7.0075083,0.10254004785156251,1348.0356056033581,768,181,25,0.7547810918939069,7.123250331735612,0.0,0.2539650272744884,1.0165168629493715,0,1.0072334029989944,2,1,0.10925847280602119,0.9926284131986834,67.4652328491211,19.981189550150937,success,8.213722229003906,0.0003955869178753346,,2,60.40789318084717,0.10460706011430991,67.4652328491211,2.0381405353546143
49,Linear,0.05313457605356453,768,768,1.0,0.7721588472066143,2.410658018294384,4.221038455308859,6.622837006066547,0.0,0.8637128561116297,True,56.36248779296875,dense,4.846017291935264,3.109947916331743,1.750990154254802,encoder.layer.2.attention.self.key,768,6.6806784,0.11750434136962899,1288.095064952271,768,165,24,0.7721428426078409,6.805645859308608,0.0,0.2631420622244122,1.0187058087244036,0,1.0071689479642236,1,1,0.10981957778151642,0.9935705026461694,56.36248779296875,22.853765250457265,success,7.507495403289795,0.00023066351423040032,,2,49.669424533843994,0.11875031641097501,56.36248779296875,2.0729033946990967
50,Linear,0.08412920258806783,768,768,1.0,1.2902465291454535,4.836012987784175,3.92882963593411,2.4650964086907683,0.0,0.9300081902209241,True,6.492484092712402,dense,4.5748468615601645,2.6640158211102216,0.8124108942342338,encoder.layer.2.attention.self.value,768,2.3437622,0.37968462817764265,461.3343804131849,768,24,34,1.2902405197353488,2.43559342899038,0.0,0.12560319186466187,1.0391811384429936,0,1.006799700966098,1,1,0.7830228722300324,1.0128838773829356,6.492484092712402,71.05668243854727,success,2.5480353832244873,0.00010201120312558487,,1,4.135986566543579,0.36295776662955764,6.492484092712402,3.013813018798828
53,Linear,0.0717169672669622,768,768,1.0,1.3290363595351162,5.493313873924996,4.29521018465749,2.332748503981495,0.0,0.9329069304834665,True,6.051984786987305,dense,4.750285335144252,2.6382874951220248,0.7818978276565406,encoder.layer.2.attention.output.dense,768,2.2228732,0.38545181227111835,434.797957337669,768,17,31,1.3290184250409622,2.297345162061009,0.0,0.11500311376823878,1.0335025636138915,0,1.007196322321489,0,1,1.0897886888968256,1.0149410695726946,6.051984786987305,71.84386158282342,success,2.460078239440918,0.001109125092625618,,0,3.812556743621826,0.37003200143209086,6.051984786987305,2.989093065261841
57,Linear,0.029351390795393395,768,3072,4.0,0.45149793123118703,3.0435294425242447,6.717722699105615,8.260216848084703,0.9178018720094112,0.9745262268552655,True,161.14418029785156,dense,6.7800163468919,3.576049690608158,2.2072146256400482,encoder.layer.2.intermediate.dense,768,11.045213,0.051259790039062496,3767.469027131796,768,210,74,0.4514964492059957,11.12734103826897,1.2363712264743298,0.1709085862475971,1.0074356460571288,0,1.0040579507334368,0,1,0.14101692877880623,0.8650878848376007,161.14418029785156,23.379491708407823,success,12.694257736206055,0.4791484773159027,,0,150.0576229095459,0.06879899334753373,161.14418029785156,5.467103958129883
60,Linear,0.020208983651162138,768,3072,4.0,0.47108374699963057,3.50626868475235,6.399711012630975,7.906090841021997,0.878454537891333,0.9927783452855624,True,66.86822509765625,dense,6.6244661418259785,3.5391649784840986,1.8252197957507614,encoder.layer.2.output.dense,768,17.185211,0.11823389703369153,3460.7081720232964,768,106,83,0.47108071098303805,10.113629710964531,1.1237366345516149,0.11569706127445557,0.5885077351722722,2,0.9987518279869148,0,1,0.24343033407686923,0.8830550159378681,66.86822509765625,51.75415030037331,success,8.177299499511719,0.38480883836746216,,0,49.64372253417969,0.25758875068571674,66.86822509765625,7.539528846740723
66,Linear,0.037451133091019495,768,768,1.0,0.837584235559341,2.848035037682724,3.74348327993115,5.7869774434047345,0.0,0.9202491708817744,True,20.625720977783203,dense,4.574792314685104,3.0393042305266578,1.314409138371064,encoder.layer.3.attention.self.query,768,5.6463943,0.2805709167518615,1094.7229694267517,768,116,30,0.8375783598653754,5.784662877145402,0.0,0.15188378998011626,1.024487950748444,0,1.00724351384662,0,1,0.1715857456427671,1.0074520707609904,20.625720977783203,53.075621967635556,success,4.541554927825928,0.0005676322616636753,,1,15.000850200653076,0.27271147433774084,20.625720977783203,2.843536615371704
67,Linear,0.03842826438460745,768,768,1.0,0.8410061182835457,2.8329162855440533,4.264831106857815,5.69632081354871,0.0,0.9090768770021621,True,32.02256393432617,dense,4.8151958297443285,3.0357629094651353,1.5054561014106236,encoder.layer.3.attention.self.key,768,5.5324526,0.17788459491348269,1085.8326827757737,768,121,25,0.8409965420574085,5.735745643289333,0.0,0.17894654265724702,1.0367455584869392,0,1.007068835012678,1,1,0.16662875323127757,1.0036132350300724,32.02256393432617,33.908361772738296,success,5.658848285675049,0.00021018953702878207,,1,26.41244888305664,0.17519256305569714,32.02256393432617,2.668283224105835
68,Linear,0.0895471305256969,768,768,1.0,1.15491074234549,3.076625012011588,2.8206166632807097,3.075196758159093,0.0,0.9231014012508139,True,8.25637149810791,dense,3.807445519833673,2.7602643781634644,0.9167892259435632,encoder.layer.3.attention.self.value,768,2.9727087,0.372463467621803,575.7903448958813,768,90,38,1.1549099894662465,3.041350814539824,0.0,0.1420196569873637,1.023090763115882,0,1.0070508520139083,0,1,0.21889549613437126,1.0126395360393603,8.25637149810791,69.73890952312811,success,2.8733901977539062,0.0002837137144524604,,2,5.2732038497924805,0.36131703242751056,8.25637149810791,1.9323647022247314
71,Linear,0.06307330539054545,768,768,1.0,1.2384700984508572,5.08600582183016,4.069389403582404,2.6816252070441675,0.0,0.9357493323214248,True,6.311244010925293,dense,4.7047771742742395,2.699590169095446,0.8001149715786338,encoder.layer.3.attention.output.dense,768,2.5722055,0.42489645502567314,500.7145010911099,768,27,30,1.2384647669490383,2.6449606937619103,0.0,0.1079123460974021,1.028285123024941,0,1.0070783772472682,0,1,0.7863521870480069,1.0140387925290009,6.311244010925293,79.33689463191902,success,2.512218952178955,0.0011971932835876942,,0,3.704519271850586,0.41302867304167734,6.311244010925293,2.9415576457977295
75,Linear,0.013731885920348297,768,3072,4.0,0.4449889769035553,3.2398273281732206,7.1688039675021615,8.660112304524084,0.962234700502676,0.9805584586522889,True,163.19683837890625,dense,7.201535419392755,3.5886627141561798,2.2127117408890733,encoder.layer.3.intermediate.dense,768,11.317289,0.05306544165039065,3878.490340486169,768,162,79,0.4449859780377778,11.428079581453858,1.26978662016154,0.1555894119530263,1.0097894668579102,0,1.002863199735901,0,1,0.175977454715359,0.8730110804032349,163.19683837890625,23.76571984489791,success,12.77485179901123,0.4211089313030243,,0,151.94135093688965,0.06896878367143301,163.19683837890625,6.650454998016357
78,Linear,0.019698387764724046,768,3072,4.0,0.45857732203922297,3.5413625552599157,7.269238590947818,8.10819304159669,0.9009103379551878,0.9887197341035848,True,112.89303588867188,dense,7.3145424676308055,3.562536072391298,2.0526671521250943,encoder.layer.3.output.dense,768,49.66512,0.07182190626525882,3652.044597864151,768,103,89,0.4585715093030678,10.488623576377478,1.1654026195974978,0.10005059526643276,0.21118692054748534,4,0.9900908785651221,0,1,0.25040789321280166,0.8705292231862773,112.89303588867188,32.349600390457844,success,10.625113487243652,0.36047178506851196,,0,62.85944747924805,0.4431946400906771,112.89303588867188,8.068720817565918
84,Linear,0.061135789284310516,768,768,1.0,0.8555403971972656,4.03996651067536,5.625517118521513,5.5949243785328635,0.0,0.9247441063241553,True,24.6868839263916,dense,5.868632859823169,3.020880177980034,1.3924662750684773,encoder.layer.4.attention.self.query,768,5.366337,0.22663550390624995,1049.252899422054,768,27,31,0.8555361566248911,5.542862835215709,0.0,0.13886426779364136,1.0328950676307687,0,1.0071065917250164,1,1,0.5850418277552889,1.0118301958558367,24.6868839263916,42.50244391113074,success,4.968589782714844,0.00010773614485515282,,1,19.300347328186035,0.21819426924299143,24.6868839263916,6.351179599761963
